Identifier,Title,Description,Currency,Amount Awarded,Award Date,Recipient Org:Identifier,Recipient Org:Name,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Publisher:Prefix,Publisher:Name,Licence,Licence Name,_recipient_id,_recipient_name,_recipient_type,_recipient_income,_recipient_is_grantmaker,_may_be_regranted,Location:ladcd,Location:ladnm,Location:utlacd,Location:utlanm,Location:rgncd,Location:rgnnm,Location:ctrycd,Location:ctrynm,Location:latitude,Location:longitude,Location:source,_last_updated
360G-tnlcomfund-0045280964,COVID-19 - Nanny Biscuit Food / Provision / Befriending Service,Nanny Biscuit in Flintshire will support older and vulnerable people who are isolated as a result of the COVID-19 outbreak with food shopping deliveries and befriending. £9842 will fund provisions software boxes and leaflets. Bydd Nanny Biscuit yn Sir y Fflint yn cefnogi pobl hn a bregus sydd wedi'u hynysu o ganlyniad i'r achosion o COVID-19 gyda siopa bwyd danfoniadau a chyfeillio. Bydd £9842 yn ariannu darpariaethau meddalwedd blychau a thaflenni.,GBP,9842,15/04/2020,360g-tnlcomfung-org-NANNYBISCUIT,NANNY BISCUIT,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),,,,,FALSE,FALSE,W06000005,Flintshire,W06000005,Flintshire,,,W92000004,Wales,53.199242,-3.0504,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045281088,COVID-19 - The Digital Shed,Shednet Ltd in Rhonda Cynon Taf will support socially isolated and socially distancing individuals to help them set up online Men’s Sheds that help improve physical and mental health. £10000 will fund staff salary video production and web hosting. Bydd Shednet Ltd yn Rhonda Cynon Taf yn cefnogi unigolion sydd wedi’u hynysu’n gymdeithasol ac sy’n bell yn gymdeithasol i’w helpu i sefydlu Men’s Sheds ar-lein sy’n helpu i wella iechyd corfforol a meddyliol. Bydd £10000 yn ariannu cyflog staff cynhyrchu fideo a chynnal sesiynau gwe.,GBP,10000,15/04/2020,GB-COH-11698943,SHEDNET Ltd,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-COH-11698943,SHEDNET LTD,registered-company,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.617271,-3.40397,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045281686,COVID-19 - Coronavirus Food 4 All,Resolven Building Blocks in Neath will provide a foodbank and deliveries for families affected by food poverty and self-isolation as a result of the COVID-19 outbreak. £6350 will fund rent and utilities travel expenses information packs and office supplies. Bydd Resolven Building Blocks yng Nghastell-nedd yn darparu banc bwyd a danfoniadau i deuluoedd yr effeithir arnynt gan dlodi bwyd a hunan-ynysu o ganlyniad i'r achosion o COVID-19. Bydd £6350 yn ariannu rhent a chyfleustodau costau teithio pecynnau gwybodaeth a chyflenwadau swyddfa.,GBP,6350,15/04/2020,GB-CHC-1101314,Resolven Building Blocks,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1101314,RESOLVEN BUILDING BLOCKS,registered-charity,518039,FALSE,FALSE,W06000012,Neath Port Talbot,W06000012,Neath Port Talbot,,,W92000004,Wales,51.702011,-3.68247,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045281801,COVID-19 - Given To Shine Coronavirus,NW Nappy Collaborative CIC in Wrexham will provide deliveries of food and hygiene products to low income families that are vulnerable and shielding from COVID-19.  £10000 will fund food and hygiene products fuel and a storage unit. Bydd CIC Cydweithredol NW Nappy yn Wrecsam yn darparu nwyddau a chynhyrchion hylendid i deuluoedd incwm isel sy'n agored i niwed ac yn cysgodi rhag COVID-19. Bydd £10000 yn ariannu cynhyrchion bwyd a hylendid tanwydd ac uned storio.,GBP,10000,15/04/2020,GB-COH-11403050,NW Nappy Collaborative C.I.C.,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-COH-11403050,NW NAPPY COLLABORATIVE C.I.C.,registered-company,,FALSE,FALSE,W06000006,Wrexham,W06000006,Wrexham,,,W92000004,Wales,53.005219,-3.04056,recipientOrganizationLocation,03:24.7
360G-CAF-7280,Grant to Parish of St Thomas and Kilvey,Grant to Parish of St Thomas and Kilvey to support the organisation through COVID19,GBP,6000,16/04/2020,GB-CHC-1183903,Parish of St Thomas and Kilvey,GB-CHC-268369,CAF,CAF Coronavirus Emergency Fund,360G-CAF,CAF,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1183903,PARISH OF ST THOMAS AND KILVEY PAROCHIAL CHURCH COUNCIL,registered-charity,267427,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.622341,-3.91207,recipientOrganizationLocation,03:24.7
360G-CAF-7354,Grant to Twynyrodyn community hub,Grant to Twynyrodyn community hub to support the organisation through COVID19,GBP,9500,16/04/2020,GB-CHC-1159502,Twynyrodyn community hub,GB-CHC-268369,CAF,CAF Coronavirus Emergency Fund,360G-CAF,CAF,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1159502,TWYN COMMUNITY HUB,registered-charity,174973,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74263,-3.36509,recipientOrganizationLocation,03:24.7
360G-CAF-7991,"Grant to Age Connects Torfaen, operating title of Age Concern Torfaen","Grant to Age Connects Torfaen, operating title of Age Concern Torfaen to support the organisation through COVID19",GBP,7014,16/04/2020,GB-CHC-1172466,"Age Connects Torfaen, operating title of Age Concern Torfaen",GB-CHC-268369,CAF,CAF Coronavirus Emergency Fund,360G-CAF,CAF,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1172466,AGE CONCERN TORFAEN,registered-charity,539679,FALSE,FALSE,W06000020,Torfaen,W06000020,Torfaen,,,W92000004,Wales,51.683819,-3.02774,recipientOrganizationLocation,03:24.7
360G-CAF-7834,Grant to Dial A Ride Denbighshire Ltd,Grant to Dial A Ride Denbighshire Ltd to support the organisation through COVID19,GBP,3000,17/04/2020,GB-CHC-1071162,Dial A Ride Denbighshire Ltd,GB-CHC-268369,CAF,CAF Coronavirus Emergency Fund,360G-CAF,CAF,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1071162,DIAL-A-RIDE (DENBIGHSHIRE) LIMITED,registered-charity,253988,FALSE,FALSE,W06000004,Denbighshire,W06000004,Denbighshire,,,W92000004,Wales,53.312031,-3.48999,recipientOrganizationLocation,03:24.7
360G-WCVA-24521,Voluntary Services Emergency Fund,"We are asking for money to support welfare phone calls, essential food delivery, fresh fruit and veg delivery and online activities programmes online, weekly hot meals, financial support (Volunteers skills used), Support guidance and friendly chats. We aim to extent this to online sessions and weekend support. ",GBP,60482.08,17/04/2020,360G-WCVA-0014G00002WI3VJQA1,Twyn Community Hub,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74147892,-3.367352235,recipientOrganizationPostcode,03:24.7
360G-WCVA-24522,Voluntary Services Emergency Fund,"Offering online and telephone support for the elderly, vulnerable and those who have recently been made unemployed.  Delivering food, shopping, collecting their medication and offering social interraction with live streaming craft groups, cooking sessions and one to one employment support.",GBP,28388,17/04/2020,360G-WCVA-0010N00004M8mzaQAB,Cornelly and District Development Trust,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000013,Bridgend,W06000013,Bridgend,,,W92000004,Wales,51.5246749,-3.70372901,recipientOrganizationPostcode,03:24.7
360G-WCVA-24523,Voluntary Services Emergency Fund,"""1-1 support for Families and CYP with increased conflict  within the home and parents experiencing violence in the home direct at them from their children. Support, information, guidance and counselling for CYP who are struggling emotionally with the pandemic including CYP who are anxious about their parents/carers on the frontline.""",GBP,56281,17/04/2020,360G-WCVA-0014G00002PDNVjQAP,Media Academy Cymru,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.46518792,-3.158500346,recipientOrganizationPostcode,03:24.7
360G-WCVA-24524,Voluntary Services Emergency Fund,The activities will be telephone and email support operated from our Branch in Swansea.,GBP,13958,17/04/2020,360G-WCVA-0010N00004M89tGQAR,Swansea Samaritans,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.63979508,-3.956743916,recipientOrganizationPostcode,03:24.7
360G-WCVA-24525,Voluntary Services Emergency Fund,"The Church Assistance Request in an Emergency project, or CARE, was set up by BMMR Parish Trust in a direct response to the meet the needs of the community following the coronavirus outbreak. This grant will help us to provide more food for the vulnerable people in our area.",GBP,43285.98,17/04/2020,360G-WCVA-0014G00002PDNW3QAP,BMMR Parish Trust,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000018,Caerphilly,W06000018,Caerphilly,,,W92000004,Wales,51.59347266,-3.189829311,recipientOrganizationPostcode,03:24.7
360G-WCVA-24526,Voluntary Services Emergency Fund,"Bridgend Carers Centre provides information, support and advice to unpaid Carers, who care for loved ones who are the most vulnerable to COVID-19. The Centre continues to provide vital support by telephone, email, video calling and social media to all Carers experiencing isolation, increasing anxiety, loneliness and practical difficulties. ",GBP,39644,17/04/2020,360G-WCVA-0010N00004M8iLLQAZ,Bridgend Carers Centre,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000013,Bridgend,W06000013,Bridgend,,,W92000004,Wales,51.50657707,-3.586054445,recipientOrganizationPostcode,03:24.7
360G-WCVA-24527,Voluntary Services Emergency Fund,"Citizens Advice Merthyr Tydfil will support/advise/help residents in Merthyr Tydfil during the COVID-19 crisis through a team of dedicated/specialist advisers. This will be delivered through a dedicated local helpline, web-chat, video-conferencing (Skype,Zoom)  services to help them obtain the vital help and support needed through this unprecedented time.",GBP,35775,17/04/2020,360G-WCVA-0010N00004M8i6hQAB,Citizens Advice Merthyr Tydfil,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74621494,-3.375655386,recipientOrganizationPostcode,03:24.7
360G-WCVA-24528,Voluntary Services Emergency Fund,"Creating Enterprise will provide a Community Wellbeing and Responder service to vulnerable, isolated and elderly people living in a Cartrefi Conwy property through volunteers offering keeping in touch phone calls and delivering shopping/prescriptions. Volunteer's will also deliver free furniture to tenants in need from their Second-Chance furniture project.",GBP,26696.48,17/04/2020,360G-WCVA-0010N00004JnJTQQA3,Creating Enterprise,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000003,Conwy,W06000003,Conwy,,,W92000004,Wales,53.29321985,-3.761611673,recipientOrganizationPostcode,03:24.7
360G-WCVA-24529,Voluntary Services Emergency Fund,"We aim to support individuals with disabilities/disadvantage, who have lost their jobs, or are at risk of losing their jobs, through a range of support mechanisms. This may include advocacy regarding welfare benefits, 1:1 support to job find, or individual and employer support, to implement the Job Retention Scheme. ",GBP,60591.77,17/04/2020,360G-WCVA-0010N00004MAXjTQAX,Elite Supported Employment Agency Ltd S.E.A,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.53552376,-3.39175825,recipientOrganizationPostcode,03:24.7
360G-WCVA-24530,Voluntary Services Emergency Fund,"This fund will help our organisation to tackle the impact of COVID-19 in the BAME community of Swansea by reducing isolation, anxiety and hunger with bespoke online and telephone services, and food collection and delivery activities to 200 people, including migrants, refugees and asylum seekers who feel isolated.",GBP,51850,17/04/2020,360G-WCVA-0010N00004M8qnRQAR,The Centre For African Entrepreneurship,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.62353882,-3.942852902,recipientOrganizationPostcode,03:24.7
360G-WCVA-24531,Voluntary Services Emergency Fund,"""Building energy and service cost. Drinks and snacks volunteers. Fuel costs for volunteers PPE - Gel. gloves, aprons, masks. Volunteer private phone use. Overall security food banks, club, grounds security of food . Financial support, wage, for central co-ordinate - food banks an distribution centre on. Funds to cover cost of food stuff for our community.",GBP,38385.99,17/04/2020,360G-WCVA-0014G00002PDNWSQA5,Panteg Employees Club,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000020,Torfaen,W06000020,Torfaen,,,W92000004,Wales,51.68562155,-3.025103013,recipientOrganizationPostcode,03:24.7
360G-WCVA-24532,Voluntary Services Emergency Fund,"The funding will help us be able to continue to provide hot meals for our community including the homeless, NHS staff, the elderly and anyone else in need.",GBP,21818.99,17/04/2020,360G-WCVA-0014G00002PDNWXQA5,The Shared Plate,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.58144082,-4.040124774,recipientOrganizationPostcode,03:24.7
360G-WCVA-24533,Voluntary Services Emergency Fund,"New funding will directly benefit the local community of North Wales, buy essential medications and PPE to protect our responders. The purchase of ventilators and pumps will enable experienced team members to intubate and ventilate time critical seriously ill patients before transfer to hospital which will improve patient outcomes.",GBP,75000,17/04/2020,360G-WCVA-0010N00004M8pddQAB,North Wales Emergency Doctor Service (NWEDS),GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000003,Conwy,W06000003,Conwy,,,W92000004,Wales,53.28467629,-3.803106549,recipientOrganizationPostcode,03:24.7
360G-WCVA-24534,Voluntary Services Emergency Fund,"""Home-Start Cymru provides volunteer support for families. In the current situation the main challenges for families are: • mental health • accessing food / supplies • financial pressure We are seeing an increase in demand and we will support more families through: • provision of regular emotional support  • provision of practical door-step support",GBP,95928.86,17/04/2020,360G-WCVA-0014G00002PDNWwQAP,Home-start Cymru for Families,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.79346918,-3.990957169,recipientOrganizationPostcode,03:24.7
360G-tudortrust-93393,Grant to Ponthafren Association (COVID19 Grant),over one year as additional funding to help this charity in mid-Powys provide more mental health support and be part of a co-ordinated community response to the Coronavirus pandemic,GBP,15000,20/04/2020,GB-CHC-1035326,Ponthafren Association,GB-CHC-1105580,The Tudor Trust,,360G-tudortrust,The Tudor Trust,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1035326,PONTHAFREN ASSOCIATION,registered-charity,352987,FALSE,FALSE,W06000023,Powys,W06000023,Powys,,,W92000004,Wales,,,beneficiaryLocation,03:24.7
